;userId;dishId;finalRating
15900;38;266cdffd-b169-4dc1-9111-7a1bf178ace2;5
17034;40;30d39aa9-3dbf-460b-bebb-c20f2979f8a5;3
1026;2;cb19ce14-00c4-4716-965b-0ce8cf841b81;2
9876;22;b947b3dc-0260-4259-b11d-2c06584a7d09;5
4847;11;016442ba-1d87-42df-a0c8-6a2c461629f1;3
14384;33;41ce2450-258e-4167-80e8-2334998ee451;3
17372;40;90ab4b3a-5e2c-4d26-9646-7509e71c1c1e;2
19844;45;77375188-6b28-434e-b4c9-5146f2c3d640;3
18256;41;9f8b31ac-c04f-4f39-81e8-96de3e134477;3
15321;35;b6b0d58b-f2bd-429f-af6d-cf4eee0f76ab;3
17303;40;7b511409-0b00-44d8-936f-ca3325ff0f9d;3
123;1;3c18c70b-bdb2-4cfb-92e3-b57af8e36162;3
1247;3;89cf3a6c-0f57-4829-afdb-908a1b0ebf76;3
820;2;798e19be-7ee8-4afe-8845-d7188b609b28;3
580;2;1765d567-70cd-4adc-8a3f-0bdfdcc0a092;3
20869;48;35ca08c3-ae05-463d-a2c8-f43368e6fc90;2
6703;13;9c7207c7-df87-41de-a5f8-77b6d7493962;3
17481;40;af4abe81-87f4-4faf-a6e7-386c93bfdd4a;3
12902;31;3898cd3b-f95f-4b96-9cae-aac553779d2b;3
7033;15;557ef717-01dd-42a3-949f-ec5abbafc917;2
16630;39;61793476-1425-4da6-ac06-55dce71061ce;5
2948;7;34ddccaf-a628-440f-a98f-170e7f56991c;3
21142;49;1ce637c2-cc28-4e57-9b9f-15cdb0a02d80;3
6011;12;7b63c8e7-6720-433f-a8be-dfcfda7dc5a2;2
7267;16;1e74c17e-44a6-453d-a60c-67809776d467;3
8632;18;0c92a33a-322b-4b2c-8e3a-add67f2fa875;2
8279;17;99a3d56c-dc8b-4a91-be02-95c355595bfa;2
1959;5;4555bb20-6fd6-4641-881d-de54acc5ad6f;5
15307;35;b015b011-8965-46ae-87d0-273cb7a719ca;3
14681;34;df68a5b5-5d44-49d4-91d5-fe910ba1a55e;3
20644;46;e0493458-074d-4e80-b27d-1feac2511371;1
6842;13;df0afbab-85b8-4542-a82c-5e102bbe04eb;3
13817;32;6680e41b-80d8-466c-861b-13ba059771ef;3
4738;10;c5880c3a-28d9-4338-8d1d-bd3f258954da;3
2541;6;91c469e9-98cd-413a-8395-84c775ebbaeb;3
10159;23;d8706096-7725-4553-a6bf-d6804f8aa8d7;3
4819;10;f2725100-2fec-4151-91d4-e828dfff6383;3
19340;44;3b4d659b-6e45-43f4-8c9c-5d37f2c621be;3
12252;28;5756b6bb-9afc-4805-8d47-fdc949ac2ead;2
930;2;ac090d20-7b61-4634-9b40-7ab95b84b25d;3
10902;25;7e93773b-d984-4166-b706-f9ddfc226542;3
16772;39;bf9e9085-0f5d-4b90-8814-c5ba477b2193;2
10375;24;6e785c6f-93bf-49f3-a327-280d4c79501d;3
7552;16;a950a018-3001-4d3b-9791-fecbae38105b;3
20199;46;4db591af-b33e-4385-8bdc-c3df15529f01;3
8525;17;e1b139ee-3a85-4a7d-8dbf-54587795c85f;5
5337;11;995dd13c-acd5-4cdb-a381-0d17c4358529;2
16398;38;e02d980e-2b99-4f6a-8549-2cb1f06e1784;2
6285;12;e1072f0b-d731-41e0-80d6-64685f210ab2;3
8686;18;6f97178c-ea07-4df9-a4bc-85caf518e55f;2
10879;25;74be9f6a-7e03-4025-aaa9-fcc0d9d72a27;3
17051;40;33796c7b-a479-42dc-897e-c75e0d0814e3;5
14848;35;2147102c-a25d-4d5d-b7bb-de2084961de1;3
18528;41;f47ee550-ba8c-44ec-ade0-9aec220f8429;3
1464;4;4467918a-734f-43f2-b72f-fb4e969dc9ea;5
7599;16;bc3ae655-c9df-4162-a048-7d730fda58ec;2
4936;11;193fdabd-8dfa-4763-b3cc-0e5d902b7aae;3
17744;41;00df48bf-7b34-41b3-9c39-fbcb4864ec0c;3
14654;34;c9a5e995-50ee-4cf9-9a9e-db9b064b6974;3
8318;17;a3cbddcb-0eac-4b3e-b47b-f4fb4deb9893;3
9405;22;1695d46f-e882-4a1e-9375-a82b71de8d76;3
9529;22;429748f1-2fb7-49d3-9025-d734a89f56da;3
5005;11;2c5294ac-5a6f-42d5-855c-11d09330a3a3;3
9457;22;289ce880-9c45-4b6d-a0a7-81d4e4a01251;3
13389;31;d9df2321-16b0-42ca-b987-e3f033da5941;5
9240;21;adc46f97-d091-444d-b169-676560144e9f;1
19833;45;6eb766ca-d16a-4056-8b4b-b04cfb763299;3
1837;5;0216ae4e-5d15-46f4-9c81-0ae2627c572c;5
17005;40;28e1cf55-819b-4915-8511-87d3eedc256d;3
7277;16;234f597a-71b5-4e76-b40a-902c4171e576;1
16503;39;15d5a79f-bc09-4803-9e82-1c085eb3a43c;2
19813;45;52b2e8ad-e09e-4940-aa8e-72c2ef2ade7f;3
49;1;1606150a-ebbc-46a6-b43d-e954d04cdba0;2
15322;35;b7157b3d-38aa-408f-bc5b-3b03c2156497;3
12491;28;ea3d80cf-9bfb-4e16-afc2-f19f8f3f3d5a;2
18997;42;b298f219-6978-40a7-bb82-fe107e1643cb;3
8824;19;51260a0f-dcc1-4679-8e1c-8cfd8b0d63e0;3
9728;22;822ff8b5-e9b8-481e-9a49-b3686edab615;3
12078;27;c90ee832-cff6-47b2-abdf-bdadc4626858;3
16095;38;6a797a50-2dce-4d52-a7f8-f8c2d6c9909a;3
13770;32;57d7adee-6010-457f-94b1-2611454dd30b;3
10305;24;47da1d81-3ce8-4323-83bf-691eb519be52;5
4605;10;8715bfb5-884e-4454-aea4-33a35fb93598;3
13381;31;d66eae36-1c46-4aaa-988b-4997fe8348d9;3
12103;27;ed7b3853-0c17-40b1-8caa-0e1d27983c99;5
11807;26;d66f3f79-5955-4f3f-a0bd-4cac963140de;3
18530;41;f4e366a9-3ac2-4976-aeb6-5b3830d3becb;3
9140;21;4c6ea5cf-5fe7-4bda-a7aa-f67f5f8d45e9;2
11608;26;9532a042-b530-4079-bbcc-96f5894c5b9e;2
3698;8;444fe263-9631-4f8c-ad12-f6cc0b057ca0;5
14405;33;76eade9c-258d-48ee-8849-ec2a402d2796;5
3451;7;ec347739-e44a-45ce-a51f-437401372eb5;3
4400;10;268165eb-6f0e-4ed9-95f3-27ba112ea887;2
20004;46;12eb99bb-d99e-4e88-8f4f-81414ae72fae;3
1557;4;734ad893-ce2f-4326-a455-586c2ccd7c29;5
15065;35;66affc5c-73f4-4b02-855c-55a449dbd603;3
17293;40;787152ef-2233-4b66-950e-92463946aacd;3
7278;16;235a272c-2459-4964-ab4a-749249a05355;3
9358;22;08efe1dd-ec5c-42b5-b5de-7c3c7c5ed520;5
6275;12;dbdd9f29-6194-4474-9aea-16b92aa781ad;3
17659;40;e399456f-6f7f-4de1-9be6-63f7d9caa70f;3
20244;46;5f1e2624-90cd-4e2d-87b4-58204c2503da;3
20397;46;95a44cb4-dd02-4838-a0e6-b1bacec90dc1;5
6091;12;9624a708-f621-4242-926f-bd3143eca691;3
15828;38;0827ebb4-6a09-4bfb-ad55-eaccbc8c799b;3
16621;39;5c2b9973-274a-4457-8d9f-71ca2669e728;3
