;userId;dishId;finalRating
0;1;00df48bf-7b34-41b3-9c39-fbcb4864ec0c;3
1;1;00fcd33a-2e7b-48cb-ab25-45fa19860056;3
2;1;0202171c-9db6-4943-98d5-7c8776264803;3
3;1;02b0ff40-cd1f-4a4e-9acc-fe4ab57c0a7d;3
4;1;03a3d1e6-a354-4c91-b999-24e47f0efa2a;3
5;1;04e8e806-850b-4dc7-a6c2-555f6538f0f7;1
6;1;04ee359f-e491-43b3-a25c-9d1a0733f38b;3
7;1;054a2d19-b4f4-4350-b7a3-f420fba22bfc;3
8;1;0581882c-b45e-4495-a5bd-f73e77e96bb7;1
9;1;06e42105-75ce-47f6-a192-bb858c4ef306;3
10;1;06e6ce06-e027-4efe-944e-6aca22832274;3
11;1;078c384a-f8ef-468e-b005-a1281edade81;3
12;1;07a424c6-2667-4f61-b620-2f6a7af0f707;3
13;1;0807a741-40e9-4852-9337-421ba31837b0;5
14;1;08592bd0-b617-421d-ab3c-acf707062a33;3
15;1;086759c4-8e7a-43af-a022-bec6b006012d;3
16;1;0896b2d5-1077-4c95-a2e8-b82c52b56b15;3
17;1;08b00811-b8e7-4e67-a743-ebfea7df98b5;3
18;1;08e687cb-bf86-4ba4-acc6-0850a32ad49c;3
19;1;0943509f-7e1b-4895-bad0-160c64eee486;3
20;1;09b48c39-e191-436f-a7db-7f96a39d60b4;5
21;1;09fc4f83-9bb6-40f6-9975-2327168a8dcc;3
22;1;0a1eeb4b-1c8a-4d7a-8361-6645b432efab;2
23;1;0b2acac8-9e04-4d16-83ad-1a07ebc46b5d;3
24;1;0b545b80-1dd3-4d41-b0f0-b4d5f3647e29;3
25;1;0bd25a67-04a6-44be-ab45-6c7cccc686c4;3
26;1;0bfccc08-67b2-4881-bfff-d790ab510c35;3
27;1;0c4e25db-7da1-41b2-978b-494bb97dd992;3
28;1;0c5e57f8-5128-4a0c-8d60-67d1a5667e21;3
29;1;0c6675a4-ce36-4f76-89df-31576175f31a;3
30;1;0c71e509-c498-4664-82ea-124e39a4318d;2
31;1;0caa2336-de7c-48c2-af6e-4c26f36c521b;2
32;1;0cb06d7c-a9b1-4f34-a489-408a82d8a213;3
33;1;0cf2e092-79a4-4eae-bb1d-6590dade15e0;3
34;1;0cf6455e-25f1-4daa-ba44-c15a78a63173;3
35;1;0cf9c26a-d28b-43c7-af9e-c3e268941ffc;3
36;1;0e22e136-ae17-49a9-a079-db5f05535690;3
37;1;0e29a1b7-8f17-4f46-9b6e-1e29c9779774;3
38;1;0eec7bd7-583f-4128-aa5b-8fcb3362a951;3
39;1;108f5772-ffce-4df9-8f1b-aa930ddddbdd;3
40;1;1159c845-985b-4c9d-9b54-70f3f37fc0ec;5
41;1;1206eb0d-6d51-4350-90e4-56dab59daa76;5
42;1;12147381-8ccf-4ff9-8db1-c85fb7f26f18;5
43;1;12a0c37f-dfc6-40ec-9bbe-b7bd15c4ed3a;3
44;1;12fb4345-6a37-4ac5-b88a-bb2c4ac445f6;3
45;1;141e20c3-76f3-4ef1-9772-b67d2f04abc3;3
46;1;14fbf405-4b1c-41a2-ba8d-2e683a83c685;3
47;1;150df204-1847-453b-9c8f-382e324b81f5;2
48;1;1536e74c-f872-4892-b88f-c0a33cc1e6d4;3
49;1;1606150a-ebbc-46a6-b43d-e954d04cdba0;2
50;1;16d02687-7374-498f-a8f2-6c11bdf195fa;3
51;1;16e6ab91-c3dd-4eb2-b048-f4988307e744;3
52;1;1832823e-fd16-4cec-920d-7efd6ecd85f2;3
53;1;18f7dbd5-776b-4550-9fa7-624bbad4672c;2
54;1;190d6ed9-45a2-46de-9d1f-604fcb634ee6;2
55;1;19391d17-3abd-407d-8063-959f3c2cd566;3
56;1;19605a1d-6672-4a44-bc34-dae14ce741e1;3
57;1;19a849e4-8bea-40f5-ba67-9658ca3a2db2;2
58;1;19fa76fa-a63d-4890-a954-0a2316f4d52a;3
59;1;1a269730-89a1-4539-9f89-a16d12ee29f6;2
60;1;1a3f35d1-9d2c-4faa-9074-ac05ac8294cd;3
61;1;1a47a4fc-4420-4dff-b359-42a40e84c958;3
62;1;1a55555b-d778-4ed6-98a5-670ff4d5af0f;3
63;1;1b1bb7c0-daba-4b47-b5da-b7e5aed20484;2
64;1;1b32fff2-d104-4f8c-a40c-1a4cfaa84c1f;3
65;1;1b4acd24-b356-41df-bbaa-2a67b4fe53bc;3
66;1;1be4bd10-8876-40be-9271-e61b96a3a73c;2
67;1;1bf10169-cd05-4d5e-b420-7e2c4c51cb89;3
68;1;1c5c5a6e-2f44-4a48-8713-f4021e9f0d84;3
69;1;1c6cf529-8425-4189-b3b0-5fd5dde041c0;3
70;1;1cd76a65-3b52-4b74-b80b-978c8ec09dcb;3
71;1;1d7b100a-1412-4f31-bb92-510b2236ae5d;3
72;1;1db844a0-c4c4-4987-8171-682001e97058;3
73;1;1dee75f4-4cd3-4eb8-8f84-5ef5e2deb0db;3
74;1;1dfc2b3e-b6e6-4ed3-bdb5-5268565df7a8;3
75;1;1f68cf86-b867-48b4-96ab-82c288bcff42;2
76;1;2033a960-6b23-40df-813b-eca7afd065f1;3
77;1;217d7fec-7334-4fca-8ee7-d2ff163ec7de;3
78;1;2297d937-cfe1-483a-b0b2-a00de4c9cb85;3
79;1;22c790ae-a39b-4bb1-bfeb-0534af57fde5;3
80;1;2439dd70-58a1-4690-ab29-6c97d055590d;5
81;1;243b3cc0-379e-4795-9d5e-3001fde0c86e;3
82;1;2453549c-5927-4ea6-bd2d-f3f69376c295;3
83;1;2649e4df-a73f-4e0f-8fc2-89850acf90d1;2
84;1;2663878e-42da-4439-82ae-1ab9743dbbe7;3
85;1;28342602-1742-4735-9ebf-9e82249ce3e2;3
86;1;28c1025b-9548-4a90-ac44-9bfd3830840b;2
87;1;28e1cf55-819b-4915-8511-87d3eedc256d;3
88;1;2955d14b-87f7-4f60-94e1-590351194787;2
89;1;2c5294ac-5a6f-42d5-855c-11d09330a3a3;3
90;1;2c7879fb-5e5c-4ef6-80b0-50079e60cd9f;3
91;1;2c940f90-772e-4ac7-9c3d-cb0824d069f2;2
92;1;2cdf1242-36d3-4219-b0df-e2fc0eed83da;2
93;1;2d32742e-3983-485c-ab24-55d39edc5fd1;2
94;1;2d941900-6065-47f1-8a10-249bde5ba42b;3
95;1;2df2fb41-2ad4-4621-841f-e849983f0a82;5
96;1;2e03be29-e008-4693-a5f9-725c5acdb481;3
97;1;2eacaf34-3e01-414c-b0c0-98b8a22a427e;3
98;1;2f2f367a-f6f9-46a6-a78f-edabc0d5a2d5;3
99;1;2fc5914b-ff40-4160-b487-6ec592f8d4a2;3
100;1;3002b53c-bf1e-4d36-b71c-d81bf1ba4fd0;3
101;1;30a2ff10-205c-466b-a305-8ad25aefe924;3
102;1;3118f660-c95d-4e98-bcfd-90b7e12087b5;5
103;1;31ca451e-3ed9-41c0-bcd8-1679bf780267;3
104;1;32432c0d-6fff-4d2e-888a-0944f73e0e0a;3
105;1;32771a2d-a2a7-45d2-a590-3832f78e04f3;2
106;1;32cb4bb6-3b35-442b-89fe-5a15fdbd4e91;2
107;1;32d69501-ab45-4061-834f-15a42794248c;2
108;1;32e2faef-a581-41f1-a9b4-b29169edcad7;3
109;1;339691eb-9f0d-4282-b03a-5928951bcb70;2
110;1;3427a54b-14ec-46b7-add3-35ed4f7ed473;3
111;1;34809acf-69dc-4fcb-b355-fd75db788933;3
112;1;34967d53-1a94-49fa-93e0-66dba13b6fba;3
113;1;35bb92bd-00e3-4704-ae40-455671ad1d0a;3
114;1;36a7032c-1cd4-46b6-bb34-9e1308d91257;3
115;1;37376dad-63d6-4eb6-a84b-8d41b319eb6c;1
116;1;38867f98-3c56-4f50-97d4-1604912f2dc1;3
117;1;398a91eb-f3bf-4ca5-99bc-245c0b81c5d4;3
118;1;39a8166f-f8ed-47fa-ba80-b0555124ccf3;5
119;1;3a2c3d5f-c835-41e7-977a-09b3bbc2bb10;3
120;1;3a3bfb95-db99-43cb-8fdc-6fdc4c882dce;3
121;1;3a5a204c-95da-44c8-b2c5-14fa2a33a7ba;3
122;1;3b6916f6-da8d-4f74-8bd1-1d4bc3d0eff6;3
123;1;3c18c70b-bdb2-4cfb-92e3-b57af8e36162;3
124;1;3c18d3ce-c4fb-4372-9a28-d85f1d6ec1de;3
125;1;3c3deda9-bf46-420c-a58f-dd9a3c7b4947;2
126;1;3c767b83-b0f7-4add-a8ab-373d9db37479;3
127;1;3d2dd152-8645-4dad-9d92-c9a53dc04c6e;3
128;1;3d3b8756-e009-4f65-a6f9-514b49f85bbc;3
129;1;3d534ebd-641c-40b6-9e50-a9d7ef176008;2
130;1;3d67e54e-080f-48ac-a42d-2abbd35fafec;2
131;1;3e2d44b6-6c21-45cf-991c-95f51634aeef;3
132;1;3e467eeb-341d-46ae-aa6d-cb9978043820;3
133;1;3edc4c99-5f60-48e7-8f90-57f734452f6f;3
134;1;3f956daf-baf6-4870-a03e-43b601aac4a4;5
135;1;3f9be4de-f963-4656-b4da-503c757ae5dd;3
136;1;3fea52e0-cd7e-4538-a64b-ed6b170128c9;3
137;1;3ff7bc5d-bad4-45ef-8d53-1f3c7cc2b53d;3
138;1;4000c527-ec27-4128-956b-2f588a96c922;3
139;1;40224e15-f245-4f04-92f3-3392a4eac58a;3
140;1;40568eec-338e-44be-ad4e-617ea1f69d88;5
141;1;40881533-419c-4006-ab53-a0728b6a1057;2
142;1;40d36606-da65-450a-9e5b-92e8e8c2907d;3
143;1;41483329-61c6-42fb-9d95-7506edcf9291;3
144;1;41a7cd5c-5738-4f49-a2f5-f468b6e1cae5;3
145;1;423e6626-d441-449b-b933-75b4b140aea7;3
146;1;4335ff43-68ce-463c-b43c-be40f34d15c2;5
147;1;451e323b-987a-44f9-a718-d60be35d9a2f;3
148;1;4551f9c5-dbfb-499d-8e0d-76e0a45f9a73;3
149;1;456c6623-c748-4f5f-be95-bb443e0e98dd;3
150;1;457c38d3-83de-455b-b3f0-69db18ad1b00;3
151;1;45cee1bf-529e-4268-ae76-70f4284e10d5;2
152;1;464dedb8-6ad0-4a15-9e6c-2d950e01d05e;2
153;1;470379cc-85e9-4217-a0a2-1686d0db3df4;3
154;1;47ccc3a2-cd83-411d-ab57-479dd3fffa78;3
155;1;47da1d81-3ce8-4323-83bf-691eb519be52;3
156;1;47eea8f4-246f-46a8-95c8-4d20ee6c11d9;2
157;1;481edbe8-7ba4-4629-9acf-746a6f60f105;2
158;1;482c20eb-a97a-446a-887c-521c3d310b4a;3
159;1;4876f377-ee91-4832-a106-a85009d66938;3
160;1;48c60075-86d4-4c8f-9493-48c9da77a0da;3
161;1;4a01f92f-44eb-4af2-b413-1df905da9de2;2
162;1;4a06c21f-8cb3-4dba-84b0-20936f5093f8;3
163;1;4a3352ee-4d90-44c1-87e2-48ab0fc3b2c5;3
164;1;4a8ac4c9-e1f6-4722-827b-34b4836e22f5;3
165;1;4ab21505-7480-4375-bdf6-c326b1cf415a;5
166;1;4b777eea-14af-4cb8-af12-390dd60be5d9;2
167;1;4c1a52a6-d83f-454a-ae73-e68510c6eb7d;3
168;1;4c7f3a3a-6929-4c0b-b6e9-21fc97063b82;3
169;1;4ea47336-4695-4014-a481-d394d8fb28b7;3
170;1;4f89040a-ea27-4409-b28a-8b475c40e71b;3
171;1;500715be-0dc7-43fc-98f3-e570314ba8b6;3
172;1;504a23da-0c63-41a5-9fc1-4c3e3554cd3a;2
173;1;511082b7-5bc6-46b1-a2ad-d5cb11f0bd7a;3
174;1;52a28a45-b5bc-47f3-8d0f-e79acbf278ce;2
175;1;52b2e8ad-e09e-4940-aa8e-72c2ef2ade7f;3
176;1;52ee7d7c-9e75-4ae2-8ff5-ec7cb7caeea8;3
177;1;53479450-a40d-4e8a-8845-89a9be2d0c69;3
178;1;539183c6-9f0a-4ff3-a074-dea8230275e3;3
179;1;53be217f-33e3-4697-a51b-49e8afc5cec0;2
180;1;53efffaa-1058-4cfa-8155-b15a8ff5e30e;2
181;1;5413ba5f-e808-4319-9a06-e3b42046776d;3
182;1;544e0dbc-3da3-4a9d-bccf-937479d52628;3
183;1;5485596d-4af6-4a36-9eb9-da7cea109489;3
184;1;55dfe6d9-b583-43fa-adf8-8265bc1a9708;3
185;1;56b80861-bfb6-4041-9f14-9df8b626b85d;2
186;1;570c7cda-c674-47e9-b70c-d3eb0093b512;3
187;1;57393a09-eb8a-4947-aa25-25690c961c71;3
188;1;58241030-d6a1-4652-88dd-708404c86b45;3
189;1;58316b01-f932-4c0d-a1a4-95fd875b5c68;3
190;1;58a49c34-8405-4da4-ac54-2c4bb6968cee;3
191;1;58d8aef2-4561-4566-9d82-6f14c51c212e;2
192;1;5959f56d-3ea7-40b2-9aaa-cc475b9b55fb;3
193;1;5b4437dc-81c2-45db-bd6d-c83db873c384;3
194;1;5b597057-26c5-447e-ad6a-ccba72f28de3;3
195;1;5bc3fbc6-664f-4874-9970-424478d1a85b;3
196;1;5bd9da49-231d-4f5b-8150-72785eff499a;3
197;1;5c10e1e0-5489-48eb-9a45-701abf5d2475;3
198;1;5da5a91c-65e2-4283-b3ce-157851fd307c;1
199;1;5db9068a-bf55-45b6-8fa1-12d3ff93dc89;3
200;1;5def17a8-67f0-47c3-8839-0d7671a82cc2;3
201;1;5e082d14-02dd-4fb9-a280-bd1c4469876a;2
202;1;5f07ef72-743a-4316-a12d-eab91befe1ef;3
203;1;5f71a741-9532-4939-b296-7f92de3f3f64;3
204;1;5f837f78-462e-4ece-a060-6cf63baeaba4;3
205;1;611a75b7-e97a-40e0-b735-e46da265336a;3
206;1;61e867a0-b924-44ef-9ff3-126648310581;3
207;1;6241f12e-af96-4537-abde-55be97d4a6c7;3
208;1;65152437-7e87-4fae-a555-1a8fc7ded8ec;3
209;1;6561925f-8c2b-44fe-b4fa-726cb0584891;5
210;1;67241fac-b2f5-4f62-9871-1163b853eb06;3
211;1;681c3a83-ff12-4be3-9d60-f1dd174084c5;1
212;1;68d38ec5-ad82-4cc1-99e6-99f5662d642e;3
213;1;693b928c-dc8f-42cf-af9a-aa28d24e9ee0;2
214;1;6b115dd8-627b-4ff5-8b82-6d82f1980ee2;3
215;1;6b94eef6-58e8-49dc-b983-d43efc595cbb;3
216;1;6c04d66a-0803-44d2-a0b2-3378b69759ce;5
217;1;6c7ab43b-1bc0-4e47-8414-a7c7f5a810df;3
218;1;6c9ad27c-398d-404a-993c-149a71b6055b;3
219;1;6d1b8452-e923-4323-8dbb-4b674cb01a82;3
220;1;6d34a8ef-ef5e-42b4-b992-dbbc5523bac4;2
221;1;6dc1848c-d5f3-432b-ae1e-cd20304ffcc4;3
222;1;6e6892fb-19ee-4e12-9293-da250a58db58;3
223;1;6f63cc7e-75d8-4078-9d9b-1dc677d18e05;3
224;1;6fc25f9c-a43d-4a1e-8e28-81b58281390f;3
225;1;70362f59-43c1-4b7c-9ef4-4d8fd5f49456;3
226;1;70a595e8-e910-4da6-a352-4b19113e6b68;3
227;1;70f12e27-feaf-44f6-aafa-48253f55f7d9;3
228;1;72610f0c-9ef8-4ab5-b962-48ee26b495b8;3
229;1;73176bbf-e3f0-493c-a8ac-9a0a8d1893af;3
230;1;734ad893-ce2f-4326-a455-586c2ccd7c29;3
